film_idx,title,year,9_how_realistic_did_you_find_the_dialogue_in_the_movie,1_how_many_protagonists_were_there_a_protagonist_is_the_person_or_enti,3_approximately_how_many_named_side_characters_are_in_this_movie_feel,5_if_you_checked_any_of_the_above_how_relevant_are_these_aspect_s_of_t,8a_how_likable_was_this_protagonist_by_likable_we_mean_easy_to_relate,8b_how_competent_was_this_protagonist_by_competent_we_mean_effective_a,11_how_real_did_this_protagonist_feel_to_you,12_how_emotionally_invested_were_you_in_this_protagonist,13_how_relatable_did_you_find_this_protagonist,5_in_your_opinion_how_would_you_rate_the_quality_of_the_character_writ,3_how_realistic_was_the_world_of_the_movie_by_realistic_we_mean_plausi,5_how_fantastical_was_the_world_of_the_movies_by_fantastical_we_mean_a,6_how_science_fictional_was_the_world_of_the_movie_by_science_fictiona,7_overall_how_relevant_was_world_building_to_the_movie_world_building,8_how_many_major_settings_does_the_movie_contain_here_we_re_asking_you,4_how_immersive_did_you_find_this_setting_by_immersive_we_mean_fully_r,5_in_your_opinion_how_would_you_rate_the_quality_of_the_setting_and_wo,7_on_the_whole_how_would_you_describe_the_pace_of_the_movie_pace_is_th,12a_on_a_scale_of_1_entirely_unresolved_to_7_entirely_resolved,12b_on_a_scale_of_1_very_unsurprising_predictable_to_7_very_surprising,12c_on_a_scale_of_1_very_confusing_to_7_very_easy_to_understand,19_how_convincing_did_you_find_the_plot_by_convincing_we_mean_believab,3_how_evocative_did_you_find_the_visual_style_by_evocative_we_mean_aff,4_how_interesting_did_you_find_the_visual_style_by_interesting_we_mean,7_now_let_s_talk_pun_intended_about_dialogue_in_your_opinion_how_was_t,8_how_engaging_did_you_find_the_dialogue_in_the_movie,5_to_what_extent_did_you_feel_moved_by_this_movie_on_an_emotional_basi,13_how_much_did_you_like_the_score,8c_how_proactive_was_this_protagonist_by_proactive_we_mean_motivated_a,plot_driven,character_driven,character_development,opening_hook,time_linearity,plot_linearity,ending_reversal
80,Taxi Driver,1976.0,6.0,1.0,10.0,5.0,2.0,2.0,7.0,6.0,5.0,7.0,5.0,1.0,1.0,1.0,3.0,6.0,7.0,3.0,5.0,5.0,5.0,6.0,7.0,7.0,5.0,6.0,5.0,7.0,4.0,5,5,6.0,5,1,2.0,3
81,The Silence of the Lambs (film),1991.0,6.0,2.0,10.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,1.0,1.0,2.0,3.0,6.0,6.0,4.0,7.0,6.0,6.0,6.0,7.0,6.0,5.0,7.0,5.0,7.0,5.0,5,5,5.0,5,1,2.0,2
82,The Matrix,1999.0,5.0,2.0,10.0,5.0,5.0,5.0,6.0,6.0,5.0,7.0,2.0,3.0,7.0,5.0,3.0,6.0,7.0,4.0,7.0,6.0,5.0,3.0,7.0,7.0,5.0,6.0,5.0,7.0,5.0,5,5,7.0,5,4,3.5,3
84,The Incredible Shrinking Man,1957.0,5.0,1.0,5.0,5.0,4.0,3.0,6.0,6.0,5.0,6.0,2.0,3.0,6.0,5.0,4.0,6.0,6.0,3.0,5.0,5.0,5.0,5.0,6.0,6.0,3.0,5.0,4.0,5.0,3.0,5,5,6.0,5,1,1.5,3
85,Night of the Living Dead,1968.0,5.0,3.0,5.0,1.0,4.0,3.0,6.0,5.0,5.0,6.0,2.0,2.0,2.0,3.0,2.0,5.0,6.0,3.0,1.0,3.0,5.0,5.0,7.0,7.0,3.0,5.0,4.0,6.0,3.0,5,3,2.0,5,1,1.0,3
86,The Terminator,1984.0,4.0,2.0,10.0,5.0,5.0,4.0,6.0,5.0,5.0,6.0,2.0,2.0,6.0,5.0,3.0,5.0,6.0,5.0,7.0,3.0,5.0,4.0,7.0,6.0,3.0,5.0,3.0,7.0,5.0,5,4,5.0,5,1,1.5,3
87,The Big Country,1958.0,4.0,2.0,10.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,1.0,1.0,2.0,3.0,5.0,5.0,3.0,6.0,2.0,5.0,4.0,7.0,7.0,3.0,4.0,3.0,6.0,4.0,5,3,5.0,4,1,1.5,3
88,The Year of Living Dangerously (film),1982.0,5.0,3.0,10.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,3.0,5.0,6.0,3.0,5.0,5.0,5.0,4.0,6.0,5.0,4.0,5.0,4.0,5.0,4.0,5,4,5.0,3,1,2.0,2
89,12 Monkeys,1995.0,5.0,2.0,10.0,5.0,4.0,2.0,6.0,6.0,5.0,6.0,4.0,2.0,6.0,5.0,4.0,6.0,6.0,4.0,3.0,6.0,4.0,5.0,7.0,7.0,4.0,6.0,4.0,6.0,3.0,5,5,5.0,5,4,3.5,3
90,The Crying Game,1992.0,6.0,2.0,5.0,5.0,4.0,4.0,6.0,6.0,5.0,6.0,5.0,1.0,1.0,2.0,3.0,5.0,5.0,4.0,6.0,7.0,5.0,5.0,6.0,6.0,4.0,6.0,5.0,6.0,4.0,4,5,6.0,5,4,2.0,3
91,The Sixth Sense,1999.0,6.0,2.0,10.0,5.0,5.0,5.0,6.0,7.0,5.0,6.0,3.0,4.0,2.0,3.0,3.0,5.0,6.0,3.0,7.0,7.0,5.0,6.0,7.0,6.0,5.0,7.0,5.0,6.0,4.0,5,5,7.0,5,4,2.0,3
92,The Shawshank Redemption,1994.0,6.0,2.0,10.0,5.0,5.0,5.0,6.0,7.0,6.0,6.0,5.0,1.0,1.0,1.0,2.0,6.0,6.0,3.0,7.0,5.0,6.0,6.0,7.0,7.0,5.0,7.0,5.0,7.0,5.0,5,5,7.0,5,1,1.0,3
93,The Terrorist (1998 film),1999.0,5.0,1.0,5.0,5.0,4.0,2.0,6.0,6.0,4.0,5.0,5.0,1.0,1.0,2.0,2.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,6.0,6.0,3.0,5.0,5.0,5.0,4.0,4,5,6.0,4,1,1.5,2
94,The Thing (1982 film),1982.0,2.0,2.0,20.0,1.0,3.0,4.0,4.0,4.0,4.0,7.0,2.0,2.0,5.0,4.0,3.0,5.0,7.0,3.0,5.0,5.0,3.0,4.0,7.0,7.0,2.0,2.0,2.0,7.0,4.0,5,2,2.0,5,1,2.0,2
95,The Wedding Planner,2001.0,3.0,2.0,10.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,7.0,2.0,5.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,4,4,5.0,4,1,1.5,3
96,The Princess Bride,1987.0,5.0,3.0,10.0,5.0,5.0,5.0,6.0,7.0,6.0,7.0,2.0,5.0,1.0,4.0,4.0,6.0,7.0,4.0,7.0,3.0,7.0,5.0,7.0,6.0,5.0,7.0,5.0,6.0,4.0,5,5,5.0,4,1,1.5,3
97,The Parent Trap (1961 film),1961.0,5.0,2.0,10.0,5.0,5.0,4.0,6.0,6.0,5.0,5.0,4.0,1.0,1.0,1.0,3.0,5.0,5.0,4.0,7.0,1.0,6.0,5.0,5.0,5.0,4.0,6.0,4.0,6.0,5.0,4,4,5.0,2,1,1.5,3
98,THX 1138,1971.0,5.0,3.0,10.0,5.0,3.0,2.0,5.0,5.0,5.0,6.0,3.0,1.0,6.0,5.0,3.0,6.0,6.0,2.0,5.0,3.0,3.0,5.0,7.0,7.0,3.0,3.0,4.0,6.0,2.0,4,5,6.0,4,1,1.0,3
99,The Straight Story,1999.0,6.0,1.0,10.0,5.0,5.0,4.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,2.0,3.0,6.0,6.0,2.0,7.0,3.0,6.0,6.0,7.0,6.0,5.0,6.0,5.0,6.0,5.0,4,5,5.0,2,1,1.0,3
100,Seven Samurai,1954.0,6.0,6.0,10.0,5.0,5.0,5.0,6.0,7.0,6.0,7.0,6.0,1.0,1.0,2.0,2.0,6.0,7.0,3.0,7.0,5.0,6.0,6.0,7.0,7.0,5.0,6.0,5.0,7.0,5.0,5,5,5.0,5,1,1.0,3
101,The Magnificent Seven,1960.0,5.0,6.0,15.0,3.0,5.0,5.0,6.0,6.0,5.0,6.0,4.0,1.0,1.0,2.0,3.0,5.0,6.0,3.0,7.0,3.0,6.0,5.0,6.0,6.0,4.0,6.0,4.0,6.0,5.0,5,4,5.0,4,1,1.5,3
102,"The Good, the Bad and the Ugly",1966.0,5.0,3.0,10.0,1.0,3.0,5.0,6.0,5.0,4.0,7.0,4.0,1.0,1.0,3.0,4.0,6.0,7.0,3.0,7.0,5.0,6.0,5.0,7.0,7.0,5.0,6.0,4.0,7.0,5.0,5,3,3.0,5,1,2.0,3
103,Until the End of the World,1991.0,5.0,2.0,10.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,3.0,1.0,4.0,3.0,5.0,5.0,5.0,2.0,5.0,3.0,3.0,4.0,5.0,5.0,3.0,3.0,3.0,5.0,4.0,5,5,5.0,4,4,3.5,1
104,Unbreakable (film),2000.0,5.0,2.0,10.0,5.0,4.0,4.0,6.0,6.0,5.0,6.0,4.0,3.0,2.0,3.0,3.0,5.0,6.0,3.0,7.0,6.0,5.0,5.0,6.0,6.0,4.0,6.0,4.0,6.0,4.0,5,5,6.0,5,4,2.0,3
105,U-571 (film),2000.0,4.0,3.0,10.0,1.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,1.0,2.0,3.0,4.0,5.0,4.0,7.0,3.0,5.0,4.0,5.0,5.0,2.0,3.0,3.0,5.0,4.0,5,2,3.0,4,1,2.0,3
106,Wings of Desire,1987.0,6.0,2.0,10.0,5.0,5.0,4.0,6.0,6.0,6.0,7.0,3.0,5.0,2.0,5.0,3.0,6.0,7.0,3.0,6.0,5.0,3.0,5.0,7.0,7.0,5.0,6.0,5.0,7.0,5.0,2,5,7.0,4,4,2.5,3
107,Wild Strawberries (film),1957.0,6.0,1.0,10.0,5.0,3.0,3.0,6.0,6.0,5.0,6.0,6.0,1.0,1.0,1.0,3.0,6.0,6.0,2.0,6.0,5.0,5.0,6.0,7.0,6.0,5.0,6.0,5.0,7.0,3.0,2,5,7.0,2,4,3.5,3
108,When Harry Met Sally...,1989.0,6.0,2.0,10.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,1.0,1.0,1.0,4.0,5.0,5.0,3.0,7.0,2.0,7.0,6.0,5.0,5.0,5.0,7.0,5.0,6.0,4.0,3,5,6.0,2,2,1.5,3
109,Waterloo (1970 film),1970.0,3.0,2.0,20.0,1.0,2.0,2.0,3.0,3.0,3.0,5.0,6.0,1.0,1.0,3.0,3.0,5.0,5.0,3.0,5.0,2.0,5.0,5.0,6.0,6.0,2.0,3.0,3.0,5.0,3.0,5,2,1.0,3,1,1.5,3
110,WarGames,1983.0,5.0,3.0,20.0,1.0,3.0,4.0,5.0,5.0,5.0,6.0,5.0,1.0,5.0,3.0,3.0,5.0,6.0,4.0,7.0,5.0,6.0,5.0,6.0,6.0,4.0,5.0,4.0,5.0,3.0,5,4,5.0,5,1,1.5,3
111,The War Game,1966.0,5.0,1.0,10.0,5.0,2.0,1.0,6.0,7.0,3.0,7.0,5.0,1.0,1.0,5.0,3.0,6.0,7.0,3.0,1.0,6.0,2.0,6.0,7.0,6.0,3.0,3.0,5.0,6.0,1.0,5,1,1.0,5,1,1.0,3
112,Traffic (2000 film),2000.0,6.0,2.0,30.0,5.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,2.0,3.0,6.0,6.0,4.0,6.0,5.0,5.0,6.0,6.0,6.0,4.0,6.0,5.0,6.0,4.0,5,4,5.0,4,4,3.5,3
113,Powaqqatsi,1988.0,1.0,6.0,5.0,3.0,2.0,2.0,3.0,1.0,3.0,6.0,3.0,1.0,1.0,2.0,5.0,6.0,6.0,2.0,1.0,2.0,2.0,3.0,6.0,7.0,2.0,1.0,3.0,6.0,1.0,1,1,1.0,2,4,4.0,1
114,JFK (film),1991.0,5.0,2.0,20.0,1.0,4.0,3.0,6.0,6.0,5.0,6.0,3.0,1.0,1.0,1.0,4.0,5.0,6.0,4.0,3.0,5.0,3.0,4.0,6.0,6.0,4.0,6.0,4.0,6.0,5.0,5,4,5.0,5,4,3.5,2
115,Léon: The Professional,1994.0,5.0,2.0,20.0,5.0,4.0,5.0,6.0,6.0,3.0,6.0,3.0,1.0,1.0,1.0,3.0,5.0,6.0,4.0,5.0,5.0,5.0,4.0,6.0,7.0,4.0,5.0,4.0,6.0,4.0,5,5,5.0,5,1,1.5,3
116,Forrest Gump,1994.0,6.0,1.0,20.0,5.0,5.0,4.0,6.0,7.0,6.0,6.0,4.0,1.0,1.0,1.0,4.0,6.0,6.0,3.0,7.0,3.0,6.0,5.0,7.0,6.0,5.0,7.0,5.0,7.0,4.0,5,5,5.0,3,2,2.5,2
117,All About Eve,1950.0,6.0,3.0,10.0,5.0,2.0,5.0,6.0,5.0,3.0,6.0,6.0,1.0,1.0,1.0,3.0,6.0,6.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,7.0,5.0,6.0,5.0,5,5,5.0,4,4,2.5,3
118,Gentleman's Agreement,1947.0,5.0,3.0,10.0,5.0,5.0,4.0,6.0,6.0,6.0,5.0,5.0,1.0,1.0,1.0,4.0,5.0,5.0,3.0,7.0,3.0,5.0,6.0,5.0,4.0,4.0,6.0,5.0,5.0,5.0,5,5,6.0,3,1,1.5,3
119,Crossfire (film),1947.0,5.0,3.0,10.0,5.0,4.0,3.0,6.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,3.0,5.0,5.0,3.0,7.0,3.0,5.0,5.0,6.0,6.0,4.0,5.0,4.0,5.0,4.0,5,4,3.0,4,4,2.0,3
120,The Greatest Show on Earth (film),1952.0,5.0,4.0,10.0,3.0,4.0,4.0,5.0,5.0,5.0,7.0,4.0,1.0,1.0,4.0,3.0,6.0,7.0,3.0,6.0,3.0,5.0,4.0,7.0,7.0,3.0,5.0,3.0,5.0,4.0,5,3,5.0,3,1,1.5,3
121,Midnight Cowboy,1969.0,6.0,2.0,10.0,5.0,3.0,2.0,6.0,6.0,5.0,7.0,5.0,1.0,1.0,2.0,3.0,6.0,7.0,3.0,5.0,5.0,3.0,5.0,7.0,6.0,4.0,6.0,5.0,6.0,3.0,5,5,6.0,4,4,3.0,3
122,The Best Years of Our Lives,1946.0,6.0,3.0,20.0,5.0,5.0,2.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,4.0,5.0,6.0,3.0,6.0,2.0,6.0,5.0,6.0,6.0,4.0,6.0,5.0,5.0,3.0,5,5,6.0,3,1,1.5,2
123,Beautiful Girls (film),1996.0,5.0,4.0,15.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,3.0,5.0,5.0,3.0,6.0,3.0,5.0,5.0,5.0,4.0,4.0,6.0,4.0,6.0,3.0,3,5,5.0,2,1,1.5,2
124,Anywhere but Here (film),1999.0,5.0,2.0,10.0,3.0,3.0,2.0,6.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,3.0,4.0,5.0,3.0,6.0,3.0,6.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,3,5,5.0,2,1,1.5,2
125,Everyone Says I Love You,1996.0,5.0,4.0,20.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,2.0,3.0,5.0,5.0,3.0,6.0,3.0,5.0,3.0,6.0,6.0,4.0,6.0,3.0,6.0,3.0,2,4,5.0,3,4,3.5,2
126,From Here to Eternity,1953.0,6.0,3.0,10.0,5.0,5.0,3.0,6.0,6.0,5.0,6.0,5.0,1.0,1.0,2.0,3.0,6.0,6.0,3.0,5.0,5.0,6.0,5.0,6.0,5.0,4.0,6.0,5.0,6.0,3.0,5,5,6.0,4,1,1.5,3
127,The Lost Weekend,1945.0,6.0,2.0,10.0,5.0,2.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,3.0,5.0,6.0,2.0,6.0,3.0,5.0,6.0,6.0,6.0,4.0,6.0,5.0,6.0,2.0,5,5,6.0,5,4,3.5,3
128,The Wicker Man,1973.0,5.0,1.0,20.0,5.0,3.0,2.0,6.0,5.0,3.0,6.0,3.0,2.0,1.0,4.0,3.0,6.0,6.0,3.0,1.0,7.0,3.0,4.0,6.0,6.0,4.0,6.0,4.0,6.0,4.0,5,5,1.0,5,1,1.0,3
129,On the Waterfront,1954.0,6.0,1.0,10.0,5.0,5.0,4.0,6.0,7.0,6.0,6.0,6.0,1.0,1.0,2.0,3.0,6.0,6.0,3.0,7.0,3.0,6.0,6.0,7.0,6.0,5.0,7.0,5.0,6.0,4.0,5,5,6.0,5,1,1.5,3
130,Going My Way,1944.0,5.0,2.0,10.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,1.0,1.0,1.0,3.0,5.0,5.0,3.0,7.0,2.0,6.0,5.0,5.0,5.0,4.0,6.0,4.0,7.0,5.0,4,4,5.0,2,1,1.0,2
131,In the Bedroom,2001.0,6.0,2.0,10.0,1.0,3.0,2.0,6.0,6.0,6.0,5.0,5.0,1.0,1.0,1.0,3.0,5.0,5.0,2.0,4.0,6.0,3.0,6.0,7.0,6.0,4.0,6.0,5.0,5.0,3.0,3,5,6.0,5,1,2.0,3
132,The Bridge on the River Kwai,1957.0,6.0,3.0,20.0,5.0,3.0,3.0,6.0,6.0,5.0,6.0,6.0,1.0,1.0,2.0,3.0,6.0,7.0,3.0,5.0,5.0,5.0,5.0,7.0,7.0,4.0,6.0,5.0,7.0,4.0,5,5,6.0,4,1,1.5,3
133,Chang: A Drama of the Wilderness,1927.0,4.0,1.0,2.0,1.0,4.0,2.0,5.0,5.0,3.0,6.0,4.0,1.0,1.0,2.0,2.0,5.0,6.0,4.0,3.0,3.0,5.0,5.0,6.0,6.0,2.0,3.0,4.0,5.0,4.0,5,2,2.0,5,1,1.0,3
134,Gattaca,1997.0,6.0,2.0,10.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,2.0,6.0,5.0,3.0,6.0,6.0,3.0,6.0,5.0,5.0,6.0,7.0,6.0,5.0,6.0,4.0,7.0,5.0,5,5,6.0,4,2,2.0,3
135,Back to the Future,1985.0,5.0,2.0,10.0,3.0,5.0,4.0,6.0,6.0,6.0,6.0,3.0,2.0,5.0,3.0,3.0,6.0,6.0,4.0,7.0,5.0,6.0,4.0,6.0,6.0,5.0,6.0,4.0,7.0,5.0,5,4,5.0,5,4,2.0,3
136,K-19: The Widowmaker,2002.0,5.0,2.0,10.0,3.0,4.0,4.0,6.0,6.0,5.0,6.0,5.0,1.0,1.0,2.0,2.0,5.0,6.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5,4,6.0,4,1,1.5,2
137,Lawrence of Arabia (film),1962.0,6.0,1.0,20.0,5.0,4.0,4.0,6.0,6.0,5.0,7.0,6.0,1.0,1.0,2.0,4.0,6.0,7.0,3.0,3.0,3.0,5.0,6.0,7.0,7.0,5.0,6.0,5.0,7.0,5.0,5,5,6.0,5,4,2.0,3
138,Heat (1995 film),1995.0,7.0,2.0,20.0,3.0,3.0,4.0,6.0,6.0,5.0,6.0,5.0,1.0,1.0,1.0,4.0,6.0,6.0,4.0,6.0,5.0,6.0,6.0,7.0,7.0,5.0,7.0,4.0,7.0,5.0,5,5,4.0,5,1,1.5,3
139,The Apartment,1960.0,6.0,2.0,10.0,5.0,4.0,4.0,6.0,6.0,6.0,6.0,5.0,1.0,1.0,1.0,2.0,5.0,6.0,3.0,7.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,6.0,4.0,5,5,6.0,4,1,2.0,3
140,American Beauty (1999 film),1999.0,6.0,4.0,10.0,5.0,3.0,3.0,6.0,6.0,5.0,6.0,5.0,1.0,1.0,1.0,5.0,5.0,6.0,3.0,5.0,6.0,5.0,5.0,7.0,6.0,5.0,6.0,5.0,6.0,4.0,5,5,6.0,5,4,2.0,3
141,The Life of Emile Zola,1937.0,5.0,1.0,10.0,5.0,5.0,4.0,6.0,6.0,5.0,6.0,6.0,1.0,1.0,2.0,5.0,6.0,6.0,3.0,6.0,3.0,5.0,6.0,6.0,5.0,4.0,6.0,4.0,5.0,4.0,5,5,6.0,3,1,2.0,3
142,San Francisco (1936 film),1936.0,5.0,2.0,10.0,3.0,4.0,3.0,5.0,6.0,5.0,6.0,5.0,1.0,1.0,3.0,3.0,6.0,6.0,3.0,6.0,3.0,6.0,4.0,6.0,6.0,4.0,5.0,4.0,6.0,3.0,5,4,5.0,4,1,1.5,3
143,The Big Fisherman,1959.0,3.0,2.0,10.0,5.0,3.0,2.0,5.0,3.0,5.0,3.0,3.0,2.0,1.0,2.0,4.0,3.0,3.0,2.0,7.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4,5,5.0,2,1,2.0,2
144,Amélie,2001.0,5.0,1.0,20.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,4.0,2.0,1.0,2.0,3.0,6.0,7.0,4.0,7.0,3.0,6.0,5.0,7.0,7.0,5.0,6.0,5.0,7.0,5.0,2,5,6.0,5,1,1.5,3
145,Where the Heart Is (2000 film),2000.0,4.0,2.0,10.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,1.0,1.0,2.0,3.0,4.0,4.0,3.0,7.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,4,4,6.0,4,1,2.0,3
146,The Great Ziegfeld,1936.0,5.0,2.0,20.0,1.0,3.0,4.0,6.0,5.0,5.0,6.0,5.0,1.0,1.0,2.0,4.0,6.0,6.0,3.0,3.0,3.0,5.0,5.0,6.0,6.0,4.0,5.0,4.0,5.0,5.0,5,4,5.0,3,2,1.5,3
147,Green Card (film),1990.0,5.0,2.0,10.0,5.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,1.0,1.0,2.0,3.0,4.0,5.0,2.0,6.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,3.0,4,4,5.0,3,1,1.0,3
148,Cast Away,2000.0,6.0,1.0,5.0,1.0,5.0,4.0,6.0,7.0,6.0,6.0,6.0,1.0,1.0,2.0,3.0,6.0,6.0,3.0,5.0,5.0,6.0,6.0,6.0,6.0,4.0,5.0,5.0,6.0,5.0,5,5,7.0,5,1,1.5,2
149,It Happened One Night,1934.0,6.0,2.0,5.0,5.0,4.0,3.0,6.0,6.0,5.0,5.0,5.0,1.0,1.0,1.0,4.0,5.0,5.0,4.0,7.0,3.0,6.0,5.0,6.0,5.0,5.0,6.0,4.0,5.0,4.0,5,5,6.0,4,1,1.5,3
150,In Old Arizona,1928.0,4.0,3.0,5.0,1.0,2.0,2.0,5.0,3.0,3.0,5.0,3.0,1.0,1.0,2.0,3.0,4.0,5.0,3.0,3.0,5.0,3.0,4.0,5.0,5.0,3.0,5.0,3.0,5.0,2.0,5,4,3.0,4,1,1.5,3
151,Grand Hotel (1932 film),1932.0,5.0,5.0,10.0,3.0,4.0,3.0,5.0,5.0,5.0,6.0,5.0,1.0,1.0,2.0,1.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,6.0,6.0,4.0,6.0,4.0,6.0,3.0,5,4,4.0,4,1,1.5,3
152,Anne of the Thousand Days,1969.0,5.0,2.0,10.0,5.0,4.0,3.0,6.0,6.0,5.0,5.0,6.0,1.0,1.0,1.0,3.0,5.0,5.0,2.0,1.0,2.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,5,5,6.0,4,4,2.0,3
153,Animal Crackers (1930 film),1930.0,3.0,3.0,20.0,1.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,7.0,3.0,5.0,3.0,5.0,5.0,4.0,5.0,2.0,5.0,4.0,5,3,2.0,2,1,1.5,2
154,Reds (film),1981.0,6.0,2.0,10.0,5.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,2.0,5.0,6.0,6.0,3.0,5.0,3.0,5.0,5.0,6.0,6.0,4.0,6.0,4.0,5.0,5.0,5,5,6.0,3,1,2.0,3
155,Soylent Green,1973.0,5.0,2.0,10.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,1.0,5.0,4.0,3.0,5.0,6.0,3.0,5.0,6.0,4.0,5.0,6.0,5.0,3.0,5.0,5.0,6.0,5.0,5,4,6.0,5,1,1.5,3
156,The Last Laugh (1924 film),1924.0,5.0,1.0,5.0,5.0,5.0,2.0,6.0,6.0,5.0,5.0,4.0,2.0,1.0,1.0,2.0,4.0,5.0,3.0,7.0,5.0,6.0,3.0,6.0,5.0,2.0,5.0,4.0,5.0,2.0,5,5,5.0,3,1,1.0,3
157,The Abyss,1989.0,5.0,2.0,20.0,3.0,5.0,5.0,6.0,6.0,5.0,6.0,3.0,3.0,5.0,4.0,3.0,6.0,6.0,3.0,5.0,5.0,4.0,3.0,6.0,7.0,4.0,5.0,4.0,6.0,5.0,5,4,6.0,5,1,1.5,3
158,Zorba the Greek (film),1964.0,5.0,2.0,10.0,3.0,3.0,2.0,5.0,5.0,5.0,6.0,5.0,1.0,1.0,2.0,4.0,6.0,6.0,3.0,5.0,3.0,5.0,5.0,6.0,6.0,4.0,5.0,4.0,7.0,3.0,5,5,5.0,3,1,1.5,3
159,Rocky,1976.0,6.0,1.0,10.0,5.0,5.0,5.0,6.0,7.0,6.0,6.0,5.0,1.0,1.0,1.0,3.0,5.0,6.0,3.0,6.0,1.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,7.0,5.0,5,5,6.0,3,1,1.0,1
160,Incubus (1966 film),1966.0,3.0,2.0,5.0,5.0,3.0,3.0,5.0,4.0,5.0,6.0,2.0,6.0,2.0,4.0,2.0,5.0,6.0,2.0,5.0,4.0,3.0,3.0,6.0,6.0,3.0,3.0,2.0,5.0,4.0,4,5,6.0,4,1,2.0,3
161,Airplane!,1980.0,1.0,3.0,10.0,5.0,4.0,3.0,3.0,4.0,5.0,5.0,2.0,1.0,1.0,1.0,2.0,4.0,5.0,4.0,7.0,1.0,7.0,2.0,6.0,6.0,5.0,7.0,1.0,5.0,4.0,5,3,5.0,3,1,1.5,3
162,Black Narcissus,1947.0,5.0,5.0,10.0,5.0,3.0,2.0,6.0,6.0,5.0,7.0,5.0,1.0,1.0,5.0,2.0,6.0,7.0,3.0,3.0,5.0,3.0,5.0,7.0,7.0,4.0,5.0,5.0,6.0,4.0,5,5,5.0,3,2,2.0,3
163,Metropolis (1927 film),1927.0,4.0,3.0,20.0,5.0,5.0,4.0,5.0,6.0,5.0,7.0,4.0,2.0,6.0,5.0,3.0,6.0,7.0,3.0,7.0,5.0,5.0,5.0,7.0,7.0,3.0,5.0,5.0,6.0,4.0,5,5,6.0,5,2,2.0,3
164,Lara Croft: Tomb Raider,2001.0,3.0,1.0,8.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,2.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,7.0,3.0,4.0,2.0,5.0,5.0,3.0,3.0,2.0,5.0,5.0,5,3,5.0,4,4,2.0,3
165,French Kiss (1995 film),1995.0,5.0,2.0,10.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,1.0,1.0,2.0,3.0,5.0,5.0,2.0,7.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,3,4,5.0,4,1,1.5,3
166,Return of the Jedi,1983.0,4.0,4.0,20.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,1.0,6.0,6.0,5.0,3.0,6.0,7.0,4.0,7.0,2.0,6.0,5.0,7.0,7.0,4.0,5.0,4.0,7.0,5.0,5,4,5.0,5,1,1.5,3
