tv_idx,title,year,9_how_realistic_did_you_find_the_dialogue_in_the_movie,1_how_many_protagonists_were_there_a_protagonist_is_the_person_or_enti,3_approximately_how_many_named_side_characters_are_in_this_movie_feel,5_if_you_checked_any_of_the_above_how_relevant_are_these_aspect_s_of_t,8a_how_likable_was_this_protagonist_by_likable_we_mean_easy_to_relate,8b_how_competent_was_this_protagonist_by_competent_we_mean_effective_a,11_how_real_did_this_protagonist_feel_to_you,12_how_emotionally_invested_were_you_in_this_protagonist,13_how_relatable_did_you_find_this_protagonist,5_in_your_opinion_how_would_you_rate_the_quality_of_the_character_writ,3_how_realistic_was_the_world_of_the_movie_by_realistic_we_mean_plausi,5_how_fantastical_was_the_world_of_the_movies_by_fantastical_we_mean_a,6_how_science_fictional_was_the_world_of_the_movie_by_science_fictiona,7_overall_how_relevant_was_world_building_to_the_movie_world_building,8_how_many_major_settings_does_the_movie_contain_here_we_re_asking_you,4_how_immersive_did_you_find_this_setting_by_immersive_we_mean_fully_r,5_in_your_opinion_how_would_you_rate_the_quality_of_the_setting_and_wo,7_on_the_whole_how_would_you_describe_the_pace_of_the_movie_pace_is_th,12a_on_a_scale_of_1_entirely_unresolved_to_7_entirely_resolved,12b_on_a_scale_of_1_very_unsurprising_predictable_to_7_very_surprising,12c_on_a_scale_of_1_very_confusing_to_7_very_easy_to_understand,19_how_convincing_did_you_find_the_plot_by_convincing_we_mean_believab,3_how_evocative_did_you_find_the_visual_style_by_evocative_we_mean_aff,4_how_interesting_did_you_find_the_visual_style_by_interesting_we_mean,7_now_let_s_talk_pun_intended_about_dialogue_in_your_opinion_how_was_t,8_how_engaging_did_you_find_the_dialogue_in_the_movie,5_to_what_extent_did_you_feel_moved_by_this_movie_on_an_emotional_basi,13_how_much_did_you_like_the_score,8c_how_proactive_was_this_protagonist_by_proactive_we_mean_motivated_a,plot_driven,character_driven,character_development,opening_hook,time_linearity,plot_linearity,ending_reversal
135,The Larry Sanders Show,1992.0,7,3,20,1,4,5,6,5,5,7,6,1,1,5,3,5.0,6,3,6,5,6,6,5,5,5,7,3,5,4,3,5,5,2,1,1.0,1
136,Silent Witness,2014.0,6,4,30,1,4,5,6,5,5,6,6,1,1,2,3,5.0,5,3,5,5,5,6,5,5,4,6,4,5,5,5,4,4,4,1,1.0,1
137,Ultraman (1966 TV series),1966.0,3,2,30,1,4,4,5,5,4,5,2,6,6,4,3,5.0,5,4,5,3,6,3,5,5,3,5,2,5,4,5,2,3,4,1,1.0,1
138,I Love Lucy,2024.0,5,3,10,3,5,2,6,6,5,6,5,1,1,3,2,5.0,5,4,7,2,7,5,5,5,5,7,4,5,4,2,4,3,1,1,1.5,1
139,Battle of the Planets,1978.0,3,5,6,1,3,5,3,5,3,5,2,7,7,5,3,6.0,6,4,3,3,5,2,6,6,3,5,2,5,5,5,1,2,4,1,1.0,1
140,The Last Flight (The Twilight Zone),2025.0,5,1,5,1,4,4,6,6,5,6,5,5,5,5,2,5.0,6,3,7,6,5,5,6,6,4,6,4,6,5,5,5,6,5,1,1.5,3
141,Quack Pack,1996.0,5,5,20,3,3,3,5,5,5,5,3,3,1,3,3,5.0,5,4,5,3,6,4,5,5,4,5,2,5,4,4,3,2,1,1,1.0,1
142,Newhart,1982.0,5,3,10,1,5,3,5,5,5,6,5,1,1,4,4,5.0,5,3,1,5,6,5,5,4,4,6,2,5,3,2,3,2,1,1,2.0,3
143,The Purple Testament,2025.0,5,1,5,3,4,3,6,6,5,6,3,4,3,3,4,5.0,6,3,4,5,5,4,6,5,4,6,4,5,3,5,5,5,5,1,1.5,3
144,Elegy (The Twilight Zone),2025.0,5,3,5,1,3,2,5,4,3,5,3,6,6,5,3,6.0,7,3,1,6,5,5,6,6,4,5,4,5,2,5,4,1,5,1,1.5,3
145,Mirror Image (The Twilight Zone),2025.0,5,2,5,1,3,2,5,5,5,6,3,6,5,5,2,5.0,6,3,3,6,4,5,7,6,4,6,4,5,2,5,4,5,5,4,3.5,3
146,The Monsters Are Due on Maple Street,2025.0,5,5,20,1,3,1,6,5,5,6,5,2,5,5,2,5.0,6,3,1,5,3,6,6,5,4,6,5,5,2,5,5,5,5,1,1.5,3
147,A World of Difference,2025.0,5,1,5,1,4,2,6,6,5,6,3,5,2,5,4,5.0,6,3,7,5,3,5,6,6,4,6,4,5,4,5,5,6,5,2,2.5,3
148,Long Live Walter Jameson,2025.0,5,3,5,3,3,3,5,5,4,6,3,5,5,4,3,5.0,6,3,6,5,5,3,6,5,4,5,4,5,4,5,5,5,5,2,2.0,3
149,People Are Alike All Over,2025.0,5,2,5,3,3,2,6,5,5,6,3,5,6,5,3,5.0,6,3,3,5,5,4,6,6,4,6,4,5,2,5,5,6,5,1,1.5,3
150,Execution (The Twilight Zone),2025.0,5,2,5,1,2,1,5,4,3,5,2,5,6,5,3,5.0,6,3,5,5,5,5,6,6,4,5,4,5,2,5,4,5,5,4,3.5,3
151,The Big Tall Wish,2025.0,5,2,3,3,4,2,5,5,5,5,3,5,4,4,2,4.0,5,3,3,5,5,3,5,5,4,5,4,5,2,4,5,5,4,2,2.0,3
152,A Nice Place to Visit,2025.0,5,2,5,1,2,2,5,4,4,6,2,6,5,5,3,5.0,6,3,1,7,5,5,6,5,4,6,4,5,2,5,5,7,5,4,1.0,3
153,Nightmare as a Child,2025.0,5,2,5,3,4,4,6,6,5,6,4,2,1,4,3,5.0,6,3,6,5,5,5,6,6,4,6,4,5,4,5,5,6,5,4,2.5,2
154,A Stop at Willoughby,2025.0,5,1,10,3,4,2,6,6,6,6,3,5,4,5,3,6.0,6,3,2,5,5,5,6,6,4,5,4,6,4,5,5,6,5,4,2.5,3
155,The Chaser (The Twilight Zone),2025.0,5,2,3,3,2,2,5,5,5,5,3,5,5,4,3,5.0,5,3,4,5,5,5,6,6,4,5,4,5,3,4,5,5,5,1,1.5,3
156,A Passage for Trumpet,2025.0,5,2,3,3,3,2,6,6,6,6,4,5,2,3,3,5.0,5,3,7,4,5,5,6,5,4,5,4,6,3,4,5,6,5,2,1.5,3
157,Mr. Bevis,2025.0,5,2,10,1,4,2,5,5,5,5,3,5,3,3,3,4.0,5,3,6,3,5,4,5,5,3,5,3,5,3,5,5,5,3,1,2.5,3
158,The After Hours,1960.0,5,1,5,1,4,2,5,5,5,5,2,6,6,5,3,5.0,6,3,7,6,3,3,6,7,4,5,4,5,3,5,5,7,5,4,3.5,3
159,The Mighty Casey,2025.0,3,2,5,1,5,3,5,5,5,5,2,6,5,4,3,4.0,5,3,5,5,5,3,5,5,4,5,4,5,4,4,4,6,3,1,1.5,2
160,A World of His Own,2025.0,5,2,5,1,3,4,5,5,3,6,2,7,6,5,2,5.0,6,3,5,6,3,3,6,6,4,6,4,5,4,5,5,5,5,1,2.0,3
161,Doctors (2000 TV series),2000.0,5,3,30,3,3,3,5,4,5,5,5,1,1,2,2,5.0,4,3,3,3,3,5,4,3,3,5,3,5,3,4,5,3,3,1,1.5,2
163,Hogan's Heroes,1965.0,3,1,30,1,5,5,4,5,4,5,2,2,1,5,1,5.0,5,3,5,3,6,3,5,5,4,6,1,5,5,5,3,2,1,1,1.0,1
164,The Bob Newhart Show,1972.0,6,2,10,1,5,4,6,5,6,6,6,1,1,2,3,5.0,5,3,6,2,7,5,5,4,5,6,2,5,3,2,4,2,1,1,1.0,1
165,Spaced,1999.0,6,2,6,1,5,3,6,5,6,7,5,1,1,3,3,5.0,5,4,5,3,5,5,6,6,5,7,3,5,3,2,4,3,2,1,1.5,1
166,Second City Television,2017.0,5,6,30,1,3,4,5,3,5,7,2,2,1,5,3,6.0,6,3,5,5,6,3,6,5,5,7,1,5,1,2,3,1,1,1,2.5,1
167,Lost in Space,1965.0,5,6,5,1,3,2,5,5,5,5,3,6,6,5,3,6.0,7,3,1,5,5,5,6,6,4,5,3,5,2,5,3,4,5,1,1.0,3
168,King Nine Will Not Return,2025.0,6,1,5,3,5,2,6,6,5,6,5,3,3,5,2,5.0,6,3,5,6,4,6,6,6,4,5,4,6,2,4,5,6,5,4,3.5,3
169,The Man in the Bottle,2025.0,5,2,5,1,3,2,5,5,5,5,2,5,5,4,3,5.0,5,3,5,6,5,4,6,5,4,5,4,5,3,5,4,5,5,2,1.5,3
170,Nervous Man in a Four Dollar Room,2025.0,5,2,3,5,4,3,6,6,6,7,5,3,1,3,1,5.0,5,3,7,5,6,5,6,6,4,6,5,5,4,3,5,7,5,1,1.5,3
171,A Thing About Machines,2025.0,5,1,5,1,1,1,5,2,2,5,2,5,5,4,3,4.0,5,3,1,5,3,3,6,6,4,5,2,5,1,5,4,1,5,1,1.0,3
172,The Howling Man,2025.0,5,2,5,1,3,2,5,5,5,5,3,5,5,5,2,5.0,6,3,1,5,5,5,6,6,4,6,4,5,4,5,4,6,5,4,2.5,3
173,"Eye of the Beholder (The Twilight Zone, 1959)",2025.0,5,2,3,5,5,3,6,6,6,7,4,3,3,5,2,5.0,7,3,6,6,5,6,7,7,4,6,4,6,4,5,5,5,5,1,1.0,3
174,"It's the Great Pumpkin, Charlie Brown",1966.0,5,3,10,1,4,2,5,5,5,5,3,3,1,3,3,5.0,5,3,3,2,7,3,6,5,4,5,4,6,3,4,4,2,2,1,1.5,1
175,Nick of Time (The Twilight Zone),2025.0,5,2,5,1,4,3,5,5,5,5,5,3,3,4,2,5.0,5,3,5,5,5,5,6,6,4,6,4,6,4,4,4,5,3,1,1.0,2
176,The Lateness of the Hour (The Twilight Zone),2025.0,5,1,5,5,4,2,6,6,5,6,3,6,6,5,2,5.0,6,3,2,6,3,5,7,6,4,6,5,5,3,5,5,7,5,4,2.0,3
177,The Trouble with Templeton,2025.0,5,1,5,3,4,4,6,6,5,6,5,5,2,4,3,5.0,6,3,7,5,5,5,6,5,4,5,4,5,5,4,5,7,5,4,2.5,3
178,A Most Unusual Camera,2025.0,5,3,4,1,2,2,5,3,3,5,3,5,5,4,3,5.0,5,3,1,6,5,5,5,5,4,6,3,5,4,5,4,2,5,2,2.0,3
179,Back There,2025.0,5,1,10,3,3,2,5,5,5,5,4,5,7,5,3,5.0,6,3,5,5,5,5,6,5,4,5,4,5,3,5,4,5,5,4,2.0,3
180,The Whole Truth (The Twilight Zone),2025.0,5,1,5,1,2,4,5,4,3,6,3,5,5,5,3,5.0,6,4,6,5,5,5,6,6,4,6,4,5,4,5,4,5,4,1,1.5,3
181,The Invaders (The Twilight Zone),2025.0,5,2,2,3,4,4,5,5,5,5,3,5,6,5,2,5.0,6,3,6,6,5,4,6,6,4,5,4,6,5,5,2,5,5,1,1.0,3
182,A Penny for Your Thoughts (The Twilight Zone),2025.0,5,1,5,1,5,3,6,6,6,6,3,5,5,3,3,5.0,6,3,7,5,5,5,6,5,4,5,4,5,4,5,5,6,5,1,1.5,2
183,"The Night of the Meek (The Twilight Zone, 1959)",1985.0,5,1,10,3,5,3,6,6,6,6,3,6,2,4,4,5.0,6,3,7,5,6,5,6,6,4,6,4,6,4,4,5,6,5,1,1.0,3
184,Dust (The Twilight Zone),2025.0,5,3,5,3,3,2,5,5,5,5,3,5,3,4,2,5.0,6,3,5,5,5,5,6,5,4,5,4,5,2,4,4,3,4,1,1.0,3
185,The Odyssey of Flight 33,2025.0,3,2,10,1,4,4,5,5,5,5,2,6,6,5,3,6.0,6,4,3,6,3,2,6,6,4,5,3,5,4,5,1,2,5,4,3.5,2
186,Twenty Two (The Twilight Zone),2025.0,5,1,5,1,3,2,6,6,5,5,3,5,5,5,3,5.0,6,3,1,6,3,5,7,6,4,6,4,5,2,5,4,5,5,2,2.5,3
187,"Mr. Dingle, the Strong",2025.0,3,1,10,2,3,3,4,3,4,4,2,6,6,4,3,5.0,5,3,5,5,5,3,5,5,3,5,2,5,3,4,2,4,4,1,1.0,3
188,The Prime Mover,2025.0,5,3,5,3,2,3,5,5,5,5,3,5,5,3,3,5.0,5,4,7,5,6,4,5,5,4,5,4,5,4,5,4,5,4,1,1.5,3
189,Long Distance Call,2025.0,5,3,5,5,5,2,6,6,5,6,3,3,2,3,3,4.0,5,3,6,5,3,5,6,5,4,5,5,6,2,4,5,5,5,1,1.5,3
190,A Hundred Yards Over the Rim,2025.0,5,2,5,1,5,4,5,6,6,6,3,5,5,4,3,5.0,6,3,7,5,5,5,6,5,4,5,4,5,5,5,4,5,5,4,2.0,3
191,Static (The Twilight Zone),2025.0,5,2,5,3,3,3,6,6,6,5,5,5,4,5,3,5.0,6,3,7,5,5,5,6,5,4,6,4,6,4,4,5,5,4,4,2.5,3
192,The Rip Van Winkle Caper,2025.0,5,1,4,1,1,1,5,3,1,5,3,3,5,5,3,5.0,6,3,7,5,3,5,6,5,3,5,4,5,2,5,4,5,5,1,1.0,3
193,"Shadow Play (The Twilight Zone, 1959)",2025.0,6,3,8,3,4,3,6,6,5,6,3,6,6,5,3,5.0,6,3,1,6,3,5,7,7,4,6,4,6,4,5,4,5,5,4,2.5,3
194,The Mind and the Matter,2025.0,5,2,5,3,2,3,5,4,3,5,3,5,5,4,5,4.0,5,3,5,5,5,5,5,5,4,5,3,5,4,4,5,4,4,1,1.5,3
195,Will the Real Martian Please Stand Up?,2025.0,5,3,8,1,3,2,5,3,3,5,2,5,6,4,2,5.0,6,3,5,5,5,5,5,5,4,5,2,5,3,5,2,1,4,1,1.5,3
196,The Obsolete Man,2025.0,5,1,2,5,5,5,6,7,6,7,5,2,5,5,2,5.0,6,3,7,6,5,6,6,6,5,7,5,6,5,5,5,6,5,1,1.5,3
197,Masterpiece (TV series),2024.0,5,1,25,1,3,1,5,5,4,5,6,1,1,5,6,6.0,6,3,1,2,5,6,6,5,4,5,3,6,1,1,1,1,1,1,1.0,1
198,M*A*S*H (TV series),1972.0,6,4,30,3,5,4,6,6,6,7,5,1,1,5,1,5.0,6,3,7,3,6,5,6,5,5,7,4,6,4,3,4,5,1,1,1.0,1
199,Two (The Twilight Zone),2025.0,5,2,2,3,4,3,6,5,5,5,5,2,5,5,3,6.0,6,3,7,5,5,5,6,6,4,6,4,5,4,5,4,5,5,1,1.5,2
200,The Arrival (The Twilight Zone),2025.0,5,1,5,1,3,3,5,5,5,5,3,5,5,5,3,5.0,6,3,1,6,3,5,6,6,4,6,4,5,5,5,4,5,5,4,2.0,3
201,The Passersby,2025.0,5,2,5,5,4,3,6,6,5,6,3,6,3,5,2,6.0,6,2,6,6,3,6,6,6,4,6,5,6,4,5,5,6,5,4,3.5,3
202,"A Game of Pool (The Twilight Zone, 1959)",2025.0,5,2,2,1,3,4,5,5,5,6,3,5,3,3,2,5.0,6,3,5,5,5,5,6,5,4,6,4,5,4,5,5,3,5,4,2.0,3
203,Superman: The Animated Series,2025.0,5,1,20,1,5,5,6,6,5,6,1,6,6,5,4,5.0,6,4,7,2,5,5,6,6,4,6,3,7,5,4,3,3,2,1,1.0,1
204,The Dick Van Dyke Show,1961.0,6,3,10,1,5,5,6,5,6,6,6,1,1,3,2,6.0,6,4,7,2,6,6,5,5,5,7,3,6,4,2,4,2,1,1,1.0,1
205,Firefly (TV series),2022.0,6,5,20,5,5,5,6,6,6,7,5,5,6,5,5,6.0,7,3,5,5,5,5,6,6,5,7,5,6,5,4,5,5,5,1,2.0,2
206,The Good Life (1975 TV series),1975.0,5,2,10,1,5,4,6,5,5,6,5,1,1,4,2,5.0,6,3,5,3,6,5,5,5,4,6,3,5,5,2,4,5,2,1,1.0,1
207,Tucker (2000 TV series),2018.0,3,3,5,2,2,2,3,3,3,2,3,1,1,2,3,3.0,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,2,1,1.0,1
208,Band of Brothers (miniseries),2001.0,7,1,30,1,5,5,7,7,5,7,7,1,1,5,6,6.0,7,3,7,2,7,7,7,6,5,6,5,7,5,5,4,5,5,1,1.5,1
209,Cadet Kelly,2002.0,5,1,8,3,4,4,5,5,5,5,4,1,1,3,3,5.0,5,3,7,2,6,4,5,5,4,5,3,5,5,3,5,6,2,1,1.5,3
210,All in the Family,1971.0,6,4,10,5,2,2,6,4,4,7,6,1,1,5,3,5.0,6,3,6,3,6,6,5,4,5,6,4,5,2,2,5,5,1,1,1.0,1
211,NYPD Blue,1993.0,6,2,8,3,2,2,6,5,3,6,6,1,1,3,3,6.0,5,3,4,5,5,6,6,5,4,6,4,5,3,5,5,5,5,1,1.5,3
212,Julia (1968 TV series),1968.0,5,1,20,5,5,4,6,5,5,5,5,1,1,3,3,5.0,5,3,5,3,6,5,5,5,4,5,3,5,4,3,4,3,3,1,1.0,1
213,Silk Stalkings,1991.0,5,2,15,3,4,4,5,5,5,5,3,1,1,2,3,5.0,5,3,3,5,5,4,5,5,4,5,3,5,5,5,5,5,5,2,2.5,3
214,The Famous Jett Jackson,2021.0,5,5,20,5,5,4,6,5,6,5,5,5,2,4,4,5.0,5,3,7,3,5,5,5,5,4,5,3,5,5,4,4,5,2,1,1.5,3
215,The Mirror (The Twilight Zone),2025.0,5,1,5,1,1,2,6,3,2,6,5,2,1,4,3,5.0,6,3,5,5,3,5,6,6,4,6,4,5,4,5,5,6,5,1,1.5,3
216,The Grave (The Twilight Zone),2025.0,5,2,5,1,2,1,5,4,3,6,4,5,2,5,2,5.0,6,3,6,5,5,5,6,6,4,6,4,5,2,5,4,2,5,1,1.5,3
217,It's a Good Life (The Twilight Zone),2025.0,5,1,5,5,1,1,5,3,1,6,2,7,6,5,2,6.0,6,3,1,6,3,3,6,6,4,6,4,5,1,5,5,1,5,1,1.0,3
218,Deaths-Head Revisited,2025.0,6,2,5,5,1,1,6,1,1,7,5,1,1,5,2,6.0,7,3,6,6,5,6,7,6,5,7,5,6,1,5,5,7,5,1,2.0,3
219,The Midnight Sun (The Twilight Zone),2025.0,5,2,3,1,4,2,6,6,6,6,3,3,6,5,2,6.0,7,3,6,7,3,5,7,6,4,6,5,6,2,5,5,5,5,4,3.5,3
220,Still Valley,2025.0,5,1,3,1,4,3,5,5,5,6,3,5,3,4,3,5.0,6,3,6,5,5,4,6,5,4,5,4,5,4,5,4,6,5,1,1.5,3
221,Tiny Toon Adventures,2023.0,3,3,30,1,4,4,3,5,5,6,1,6,2,5,3,5.0,6,4,5,3,6,3,6,6,4,6,2,6,4,2,4,2,1,1,1.0,1
222,Sliders (TV series),1995.0,5,4,30,1,4,4,5,5,5,5,2,7,7,5,6,6.0,6,3,3,5,4,5,6,5,4,5,3,5,4,5,3,5,4,1,3.0,1
223,Dawson's Creek,1998.0,5,4,5,5,4,3,6,5,6,6,5,1,1,2,4,5.0,5,3,5,3,6,5,5,4,4,6,4,5,3,2,5,6,2,1,1.0,1
224,Captain Scarlet and the Mysterons,1967.0,3,3,30,1,3,4,3,4,2,5,2,6,6,5,4,6.0,6,4,3,5,3,3,6,6,3,5,2,5,5,5,2,2,5,1,2.0,3
225,Home and Away,1988.0,5,3,30,5,4,3,5,5,5,5,5,1,1,2,3,4.0,5,3,1,3,3,5,5,3,3,5,3,5,3,5,4,5,3,1,1.0,1
226,Doctor Snuggles,1979.0,2,1,10,1,5,4,3,5,5,5,2,7,6,5,3,5.0,5,3,5,3,6,3,5,5,3,5,3,5,4,4,2,2,2,1,1.0,1
227,"It's Magic, Charlie Brown",1981.0,5,2,5,1,4,3,5,5,5,5,2,5,3,3,3,4.0,5,3,7,3,6,3,5,5,4,5,3,5,3,3,3,3,4,1,1.0,2
228,The Cosby Show,1984.0,6,1,20,5,5,4,6,5,6,6,6,1,1,2,1,5.0,5,3,7,2,6,6,5,4,4,6,4,6,3,2,4,3,1,1,1.0,1
229,Land of the Lost (1974 TV series),1974.0,3,3,10,1,4,3,5,5,5,5,1,7,6,5,3,5.0,6,3,3,4,5,2,5,5,4,5,2,5,4,4,3,2,4,1,1.0,1
230,"Murder, She Wrote",1984.0,5,1,30,1,5,5,6,6,5,6,2,1,1,4,3,5.0,5,3,7,2,6,3,5,5,4,6,2,5,5,5,4,2,3,1,1.0,1
231,The Osbournes,2002.0,6,4,10,5,3,2,6,3,4,5,6,1,1,1,1,5.0,3,3,4,3,6,4,5,4,4,5,2,5,2,2,3,2,3,1,1.0,1
232,Happy Days,1974.0,5,3,20,1,4,4,5,5,5,5,5,1,1,5,3,5.0,6,3,6,2,6,5,5,5,4,5,3,5,3,2,3,3,1,1,1.0,1
233,Melrose Place,1992.0,5,5,30,1,3,3,5,5,5,5,4,1,1,2,1,5.0,5,3,7,3,6,4,5,5,4,5,2,5,3,3,4,4,3,1,1.0,1
234,Cybill,1995.0,6,1,10,5,4,3,6,5,6,6,6,1,1,3,2,5.0,5,3,5,3,6,6,5,5,4,6,3,5,3,2,5,4,2,1,1.0,1
235,Family Ties,1982.0,6,4,20,4,4,4,6,5,5,6,6,1,1,4,1,5.0,5,3,6,3,6,5,5,5,4,6,3,5,4,3,4,4,1,1,1.0,1
236,Mobile Suit Zeta Gundam,1985.0,5,1,30,5,4,4,6,6,5,7,3,5,7,5,5,6.0,7,4,5,5,3,5,6,6,4,6,4,6,5,5,5,6,5,1,1.5,3
237,Mighty Morphin Power Rangers,2017.0,2,6,20,1,4,4,4,5,5,4,2,6,6,5,2,5.0,5,4,5,3,6,2,5,5,3,4,2,5,5,5,3,4,5,1,1.5,3
238,Law &amp; Order,1990.0,6,2,30,1,3,5,5,3,3,4,6,1,1,2,2,4.0,5,4,6,2,6,6,4,3,4,5,3,5,3,5,1,1,2,1,1.0,1
239,Keeping Up Appearances,1990.0,6,1,25,5,1,2,5,3,2,6,5,1,1,2,4,5.0,5,3,5,2,6,4,5,4,5,6,2,5,4,2,4,2,1,1,1.0,1
240,Charlie's Angels,1976.0,5,3,25,1,4,5,4,5,4,5,4,1,1,3,3,5.0,4,3,5,3,6,3,5,5,3,5,1,5,4,5,2,2,2,1,1.0,1
243,Steptoe and Son,1962.0,6,2,10,3,3,2,6,5,5,6,5,1,1,2,2,5.0,5,3,3,3,5,5,5,5,4,6,4,5,3,3,5,3,1,1,1.5,3
244,According to Jim,2001.0,5,1,5,2,2,2,4,3,3,4,4,1,1,2,2,3.0,3,3,5,2,6,4,3,3,3,5,2,5,2,2,2,2,1,1,1.0,1
245,Duckman,2013.0,3,1,20,1,2,2,4,4,3,6,2,6,5,5,3,5.0,6,4,1,5,3,3,6,6,4,6,2,5,3,4,4,3,4,1,2.0,3
246,Laverne &amp; Shirley,1976.0,5,2,10,3,5,3,5,5,6,5,4,1,1,4,3,5.0,5,4,5,2,6,5,5,5,4,5,2,6,4,3,3,2,1,1,1.0,1
247,Bonanza,1959.0,5,4,10,3,5,4,6,5,5,6,5,1,1,5,2,6.0,6,3,6,3,6,5,5,5,4,6,3,6,4,3,4,4,2,1,1.5,1
248,Designing Women,1986.0,5,5,20,5,5,5,6,5,5,6,5,1,1,2,2,5.0,5,3,3,3,6,5,5,5,4,6,3,5,5,3,5,3,1,1,1.5,1
249,Terry and the Pirates (TV series),2025.0,4,4,5,2,3,3,4,4,3,4,4,2,1,4,3,5.0,5,3,3,3,5,4,5,4,3,4,1,5,4,4,2,3,3,1,1.0,1
250,Mother and Son,1984.0,6,2,5,3,4,3,6,6,6,7,6,1,1,2,2,4.0,5,3,6,5,5,6,6,5,4,6,4,5,3,2,5,5,1,1,1.0,1
251,The Young Ones (TV series),1982.0,2,4,20,3,3,2,4,3,4,6,2,5,1,4,2,5.0,6,4,3,5,3,2,6,6,5,7,1,5,2,2,2,1,2,4,4.0,1
252,Men Behaving Badly,1992.0,5,5,8,3,2,2,5,3,4,5,4,1,1,2,4,5.0,4,3,6,3,5,3,4,3,4,5,2,5,2,3,4,3,2,1,1.5,2
253,The Snowman,1982.0,5,2,5,1,5,3,5,6,6,5,2,7,3,5,5,6.0,7,3,6,3,6,5,7,6,4,5,4,7,3,4,4,3,5,1,1.0,3
254,The Pebbles and Bamm-Bamm Show,1971.0,3,2,20,1,4,3,4,3,5,4,2,2,1,3,3,5.0,5,3,5,3,6,3,4,4,3,5,2,5,3,3,3,3,1,1,1.0,1
255,The Duke (miniseries),2025.0,5,1,10,3,4,4,6,5,5,5,5,1,1,3,1,5.0,5,3,1,4,6,5,5,5,3,5,3,5,4,3,3,4,2,1,1.0,1
256,The Duke (TV series),2025.0,5,1,10,3,4,4,5,5,5,5,5,2,1,3,3,4.0,5,3,4,3,5,5,5,5,3,5,3,2,4,3,4,5,2,1,1.5,1
257,The Dukes (TV series),1983.0,3,3,20,1,4,3,3,4,4,4,2,3,1,3,6,4.0,3,3,4,3,3,2,4,4,3,5,1,5,4,5,2,2,2,4,3.5,1
258,The Skatebirds,2025.0,3,3,4,1,3,2,1,3,2,3,2,5,2,3,3,4.0,4,3,3,3,5,2,5,5,3,4,1,5,2,2,1,1,2,1,1.0,1
259,Happy Family (American TV series),2003.0,5,4,5,1,4,2,4,4,5,5,5,1,1,2,3,3.0,4,3,3,3,5,4,4,3,3,5,2,5,3,4,4,3,2,1,1.0,2
262,Star Wars Holiday Special,1978.0,3,5,20,5,3,2,3,3,3,3,2,7,7,3,5,5.0,3,2,5,3,3,2,3,3,2,3,1,2,3,4,2,1,3,1,1.5,1
263,Rugrats,1991.0,5,3,20,1,5,4,5,5,5,6,3,3,1,4,3,5.0,6,3,5,2,6,3,6,5,4,6,2,5,5,2,3,2,1,1,1.0,1
264,Open All Hours,1976.0,6,3,4,2,3,4,6,5,5,6,6,1,1,3,2,6.0,5,3,5,3,6,5,5,4,4,6,3,5,3,2,5,3,1,1,1.0,1
265,Family Guy,2025.0,2,6,30,3,2,2,3,3,3,5,2,5,2,3,3,4.0,5,4,1,3,6,2,5,5,4,6,1,5,2,2,2,1,1,1,1.0,1
266,The Real McCoys,1957.0,5,5,20,3,4,3,5,3,5,5,5,1,1,3,2,5.0,5,3,4,2,6,5,4,3,4,5,2,5,3,2,4,2,1,1,1.0,1
267,Alternative 3,1977.0,5,2,10,1,3,3,5,3,3,5,2,5,6,5,4,5.0,6,3,3,6,3,4,6,6,4,5,4,5,3,5,2,1,5,4,3.5,3
268,The Bold and the Beautiful,1987.0,3,6,30,3,3,4,4,5,3,5,3,1,1,4,3,5.0,5,2,1,3,5,3,5,5,3,5,2,5,4,5,5,3,2,1,1.5,1
269,As the World Turns,1956.0,5,6,30,3,4,3,6,5,5,6,5,1,1,5,3,5.0,5,1,5,2,5,5,5,5,4,5,3,5,2,2,5,3,1,1,1.0,1
270,H.R. Pufnstuf,1969.0,2,3,10,1,3,2,2,3,3,5,1,7,5,5,2,6.0,6,3,5,3,5,2,7,7,3,5,2,5,2,5,2,2,4,1,1.0,1
271,Soap (TV series),1977.0,4,3,30,5,3,2,3,5,4,6,2,3,1,5,3,5.0,5,3,1,6,2,2,5,5,4,6,3,5,2,5,5,3,5,4,3.5,3
272,Emmerdale,1972.0,5,1,30,1,2,3,5,5,5,5,4,2,1,3,3,5.0,5,3,1,3,5,5,5,3,4,5,3,2,1,5,4,3,5,1,2.0,1
274,Veritas: The Quest,2003.0,4,1,20,3,4,3,5,5,5,5,3,5,5,5,4,5.0,5,3,4,4,5,3,5,5,3,5,3,5,3,4,4,5,4,2,2.5,2
276,Law &amp; Order: Special Victims Unit,1999.0,6,3,30,5,5,5,6,6,6,6,6,1,1,3,3,6.0,6,4,5,3,6,6,6,5,5,6,4,6,5,5,4,5,5,1,1.0,1
277,"The Adventures of Brisco County, Jr.",2021.0,5,3,20,1,4,4,5,5,5,6,3,6,5,5,4,6.0,6,4,7,6,5,4,6,6,4,6,3,6,5,5,4,5,5,4,2.0,3
278,Only Fools and Horses,1981.0,6,3,20,3,5,3,6,6,6,6,5,1,1,3,3,6.0,6,3,7,3,6,5,5,5,5,7,4,6,4,3,4,4,1,1,1.5,1
279,Love Thy Neighbour (1972 TV series),1972.0,4,2,20,4,3,2,5,3,3,3,4,1,1,2,2,4.0,4,3,4,3,5,4,3,3,3,5,2,5,2,2,2,2,1,1,1.0,1
